website,filename,time1,total time
google.com,13-Apr-2020-20-46-26-g64taczv73.pgsg,1.61745882034,5.0583589077
youtube.com,The cipher suites of this server are not supported
tmall.com,13-Apr-2020-20-46-36-53gfytwr4x.pgsg,0.858081102371,7.25451207161
facebook.com,13-Apr-2020-20-46-40-38lhfjiqqh.pgsg,0.869221925735,4.39583206177
baidu.com,13-Apr-2020-20-46-48-7a5pwya73f.pgsg,0.759046077728,7.82648611069
qq.com,The cipher suites of this server are not supported
sohu.com,13-Apr-2020-20-46-59-lll5oi4k4f.pgsg,0.816752910614,6.68464589119
login.tmall.com,The cipher suites of this server are not supported
taobao.com,13-Apr-2020-20-47-28-qajee8st9a.pgsg,1.54839515686,8.22174096107
yahoo.com,13-Apr-2020-20-47-32-bj03qroz36.pgsg,0.755213975906,4.42690300941
360.cn,13-Apr-2020-20-47-36-21nd2gub9m.pgsg,0.797095060349,3.91135501862
jd.com,13-Apr-2020-20-47-43-uonuyftbgu.pgsg,0.735085964203,6.40063405037
wikipedia.org,The cipher suites of this server are not supported
amazon.com,13-Apr-2020-20-47-47-20utyb3c31.pgsg,0.757081031799,4.33476400375
sina.com.cn,13-Apr-2020-20-47-53-0jxvtp7cxq.pgsg,0.751698970795,6.24983596802
weibo.com,13-Apr-2020-20-48-01-jumpro5fow.pgsg,1.59107708931,7.42629718781
pages.tmall.com,13-Apr-2020-20-48-06-6uz3sfjrdi.pgsg,0.776658058167,5.34405398369
live.com,13-Apr-2020-20-48-10-ztksnz7byd.pgsg,0.749039173126,4.18959879875
reddit.com,13-Apr-2020-20-48-12-g3rcegohsa.pgsg,0.790172100067,1.26831007004
netflix.com,13-Apr-2020-20-48-16-vplx44rqzd.pgsg,0.89842414856,4.41348600388
xinhuanet.com,The cipher suites of this server are not supported
okezone.com,13-Apr-2020-20-48-45-9abf8fvbji.pgsg,0.787425041199,8.90758013725
blogspot.com,13-Apr-2020-20-48-49-1bv5q077am.pgsg,0.736438035965,4.23044800758
vk.com,13-Apr-2020-20-48-54-9kgwjf7kup.pgsg,0.773927927017,5.12534809113
csdn.net,13-Apr-2020-20-49-04-l7g7qx8j8q.pgsg,3.60940504074,9.21936798096
office.com,13-Apr-2020-20-49-08-mj8ololbgu.pgsg,0.845808982849,4.26024484634
zoom.us,The cipher suites of this server are not supported
instagram.com,13-Apr-2020-20-49-12-d0qka1rk0i.pgsg,0.743645191193,4.29924702644
microsoft.com,The cipher suites of this server are not supported
alipay.com,The cipher suites of this server are not supported
yahoo.co.jp,The cipher suites of this server are not supported
bing.com,13-Apr-2020-20-49-39-r07b9dzfqw.pgsg,0.736030101776,4.2036190033
google.com.hk,13-Apr-2020-20-49-50-4oyuox3nmz.pgsg,7.56681084633,11.0870079994
twitch.tv,The cipher suites of this server are not supported
bongacams.com,The cipher suites of this server are not supported
microsoftonline.com,The cipher suites of this server are not supported
livejasmin.com,13-Apr-2020-20-50-13-c38a2y27c5.pgsg,0.758949041367,1.25189089775
twitter.com,The cipher suites of this server are not supported
panda.tv,The cipher suites of this server are not supported
zhanqi.tv,13-Apr-2020-20-50-23-0aqkuo7yqd.pgsg,0.783154964447,6.45086193085
tribunnews.com,13-Apr-2020-20-50-31-ky7ubxxyaa.pgsg,1.48399615288,8.0237622261
naver.com,13-Apr-2020-20-50-37-1v561mkvao.pgsg,0.780242919922,6.25510406494
stackoverflow.com,The cipher suites of this server are not supported
tianya.cn,13-Apr-2020-20-50-41-jylc69vfyz.pgsg,0.759536981583,3.82847094536
amazon.co.jp,13-Apr-2020-20-50-49-1zzzvrfkh4.pgsg,3.55988502502,7.74899888039
google.co.in,13-Apr-2020-20-50-55-vb6uw2kpp7.pgsg,3.24038505554,6.83447098732
aliexpress.com,13-Apr-2020-20-51-00-pyzj6iykaq.pgsg,0.75985789299,4.73209810257
ebay.com,13-Apr-2020-20-51-02-onfzrlfwhn.pgsg,0.85306096077,1.7190489769
mama.cn,The cipher suites of this server are not supported
china.com.cn,The cipher suites of this server are not supported
